"Tarih","Saat","PTF (TL/MWh)","PTF (USD/MWh)","PTF (EUR/MWh)"
"24/04/2021","04:00","326,30","39,46","32,77"
"24/04/2021","05:00","319,48","38,63","32,08"
"24/04/2021","06:00","300,01","36,28","30,13"
"24/04/2021","07:00","200,00","24,19","20,09"
"24/04/2021","08:00","309,99","37,49","31,13"
"24/04/2021","09:00","120,00","14,51","12,05"
"24/04/2021","10:00","180,00","21,77","18,08"
"24/04/2021","11:00","299,99","36,28","30,13"
"24/04/2021","12:00","240,01","29,02","24,10"
"24/04/2021","13:00","309,99","37,49","31,13"
"24/04/2021","14:00","315,07","38,10","31,64"
"24/04/2021","15:00","314,53","38,04","31,59"
"24/04/2021","16:00","314,19","37,99","31,55"
"24/04/2021","17:00","325,16","39,32","32,65"
"24/04/2021","18:00","400,01","48,37","40,17"
"24/04/2021","19:00","450,00","54,42","45,19"
"24/04/2021","20:00","400,01","48,37","40,17"
"24/04/2021","21:00","335,42","40,56","33,68"
"24/04/2021","22:00","328,04","39,67","32,94"
"24/04/2021","23:00","317,47","38,39","31,88"
"25/04/2021","00:00","318,80","38,55","32,02"
"25/04/2021","01:00","323,52","39,12","32,49"
"25/04/2021","02:00","321,36","38,86","32,27"
"25/04/2021","03:00","319,88","38,68","32,12"
"25/04/2021","04:00","315,57","38,16","31,69"
"25/04/2021","05:00","311,95","37,72","31,33"
"25/04/2021","06:00","120,01","14,51","12,05"
"25/04/2021","07:00","100,00","12,09","10,04"
"25/04/2021","08:00","100,00","12,09","10,04"
"25/04/2021","09:00","150,01","18,14","15,06"
"25/04/2021","10:00","258,00","31,20","25,91"
"25/04/2021","11:00","300,00","36,28","30,13"
"25/04/2021","12:00","200,00","24,19","20,09"
"25/04/2021","13:00","274,99","33,25","27,62"
"25/04/2021","14:00","310,20","37,51","31,15"
"25/04/2021","15:00","310,50","37,55","31,18"
"25/04/2021","16:00","310,56","37,56","31,19"
"25/04/2021","17:00","314,01","37,97","31,53"
"25/04/2021","18:00","332,70","40,23","33,41"
"25/04/2021","19:00","395,00","47,77","39,67"
"25/04/2021","20:00","384,90","46,55","38,65"
"25/04/2021","21:00","336,89","40,74","33,83"
"25/04/2021","22:00","330,10","39,92","33,15"
"25/04/2021","23:00","321,16","38,84","32,25"
"26/04/2021","00:00","308,99","37,37","31,03"
"26/04/2021","01:00","314,87","38,08","31,62"
"26/04/2021","02:00","314,68","38,05","31,60"
"26/04/2021","03:00","315,35","38,13","31,67"
"26/04/2021","04:00","313,34","37,89","31,47"
"26/04/2021","05:00","263,01","31,81","26,41"
"26/04/2021","06:00","50,01","6,05","5,02"
"26/04/2021","07:00","225,00","27,21","22,60"
"26/04/2021","08:00","324,88","39,29","32,63"
"26/04/2021","09:00","330,73","39,99","33,21"
"26/04/2021","10:00","337,69","40,84","33,91"
"26/04/2021","11:00","338,93","40,99","34,04"
"26/04/2021","12:00","329,42","39,84","33,08"
"26/04/2021","13:00","334,75","40,48","33,62"
"26/04/2021","14:00","336,65","40,71","33,81"
"26/04/2021","15:00","336,29","40,67","33,77"
"26/04/2021","16:00","335,23","40,54","33,67"
"26/04/2021","17:00","336,73","40,72","33,82"
"26/04/2021","18:00","349,99","42,32","35,15"
"26/04/2021","19:00","379,67","45,91","38,13"
"26/04/2021","20:00","370,00","44,74","37,16"
"26/04/2021","21:00","369,99","44,74","37,16"
"26/04/2021","22:00","339,46","41,05","34,09"
"26/04/2021","23:00","332,05","40,15","33,35"
"27/04/2021","00:00","325,94","39,42","32,73"
"27/04/2021","01:00","331,03","40,03","33,24"
"27/04/2021","02:00","331,13","40,04","33,25"
"27/04/2021","03:00","331,20","40,05","33,26"
"27/04/2021","04:00","328,71","39,75","33,01"
"27/04/2021","05:00","325,01","39,30","32,64"
"27/04/2021","06:00","320,28","38,73","32,16"
"27/04/2021","07:00","322,23","38,97","32,36"
"27/04/2021","08:00","331,68","40,11","33,31"
"27/04/2021","09:00","334,99","40,51","33,64"
"27/04/2021","10:00","337,50","40,81","33,89"
"27/04/2021","11:00","338,72","40,96","34,02"
"27/04/2021","12:00","328,49","39,72","32,99"
"27/04/2021","13:00","331,62","40,10","33,30"
"27/04/2021","14:00","339,64","41,07","34,11"
"27/04/2021","15:00","339,30","41,03","34,07"
"27/04/2021","16:00","338,40","40,92","33,98"
"27/04/2021","17:00","449,99","54,42","45,19"
"27/04/2021","18:00","550,00","66,51","55,23"
"27/04/2021","19:00","567,00","68,57","56,94"
"27/04/2021","20:00","567,00","68,57","56,94"
"27/04/2021","21:00","565,98","68,44","56,84"
"27/04/2021","22:00","499,04","60,35","50,12"
"27/04/2021","23:00","338,42","40,92","33,99"
"28/04/2021","00:00","338,23","40,61","33,58"
"28/04/2021","01:00","332,87","39,96","33,04"
"28/04/2021","02:00","331,43","39,79","32,90"
"28/04/2021","03:00","330,73","39,71","32,83"
"28/04/2021","04:00","327,77","39,35","32,54"
"28/04/2021","05:00","322,10","38,67","31,97"
"28/04/2021","06:00","315,36","37,86","31,31"
"28/04/2021","07:00","317,66","38,14","31,53"
"28/04/2021","08:00","328,50","39,44","32,61"
"28/04/2021","09:00","335,75","40,31","33,33"
"28/04/2021","10:00","350,01","42,02","34,75"
"28/04/2021","11:00","350,00","42,02","34,74"
"28/04/2021","12:00","332,07","39,87","32,96"
"28/04/2021","13:00","333,33","40,02","33,09"
"28/04/2021","14:00","338,23","40,61","33,58"
"28/04/2021","15:00","338,57","40,65","33,61"
"28/04/2021","16:00","337,33","40,50","33,49"
"28/04/2021","17:00","339,71","40,78","33,72"
"28/04/2021","18:00","359,99","43,22","35,74"
"28/04/2021","19:00","400,00","48,02","39,71"
"28/04/2021","20:00","359,99","43,22","35,74"
"28/04/2021","21:00","350,01","42,02","34,75"
"28/04/2021","22:00","336,19","40,36","33,37"
"28/04/2021","23:00","328,28","39,41","32,59"
