"Tarih","Saat","PTF (TL/MWh)","PTF (USD/MWh)","PTF (EUR/MWh)"
"18/04/2021","19:00","326,17","40,48","33,79"
"18/04/2021","20:00","327,27","40,62","33,91"
"18/04/2021","21:00","325,86","40,44","33,76"
"18/04/2021","22:00","323,12","40,10","33,48"
"18/04/2021","23:00","319,46","39,65","33,10"
"19/04/2021","00:00","309,00","38,35","32,01"
"19/04/2021","01:00","314,80","39,07","32,61"
"19/04/2021","02:00","315,51","39,16","32,69"
"19/04/2021","03:00","316,80","39,32","32,82"
"19/04/2021","04:00","315,96","39,21","32,73"
"19/04/2021","05:00","312,90","38,83","32,42"
"19/04/2021","06:00","241,09","29,92","24,98"
"19/04/2021","07:00","310,99","38,60","32,22"
"19/04/2021","08:00","320,61","39,79","33,22"
"19/04/2021","09:00","322,01","39,96","33,36"
"19/04/2021","10:00","326,11","40,47","33,79"
"19/04/2021","11:00","328,39","40,76","34,02"
"19/04/2021","12:00","323,95","40,21","33,56"
"19/04/2021","13:00","325,00","40,34","33,67"
"19/04/2021","14:00","327,46","40,64","33,93"
"19/04/2021","15:00","326,05","40,47","33,78"
"19/04/2021","16:00","326,19","40,48","33,79"
"19/04/2021","17:00","327,19","40,61","33,90"
"19/04/2021","18:00","326,24","40,49","33,80"
"19/04/2021","19:00","325,34","40,38","33,71"
"19/04/2021","20:00","323,59","40,16","33,52"
"19/04/2021","21:00","322,05","39,97","33,36"
"19/04/2021","22:00","320,17","39,74","33,17"
"19/04/2021","23:00","317,04","39,35","32,85"
"20/04/2021","00:00","310,80","38,57","32,20"
"20/04/2021","01:00","316,14","39,24","32,75"
"20/04/2021","02:00","315,47","39,15","32,68"
"20/04/2021","03:00","316,61","39,29","32,80"
"20/04/2021","04:00","315,76","39,19","32,71"
"20/04/2021","05:00","313,29","38,88","32,46"
"20/04/2021","06:00","241,10","29,92","24,98"
"20/04/2021","07:00","310,31","38,51","32,15"
"20/04/2021","08:00","319,07","39,60","33,06"
"20/04/2021","09:00","318,60","39,54","33,01"
"20/04/2021","10:00","320,87","39,82","33,24"
"20/04/2021","11:00","321,41","39,89","33,30"
"20/04/2021","12:00","316,07","39,23","32,75"
"20/04/2021","13:00","317,32","39,38","32,87"
"20/04/2021","14:00","321,75","39,93","33,33"
"20/04/2021","15:00","320,83","39,82","33,24"
"20/04/2021","16:00","322,22","39,99","33,38"
"20/04/2021","17:00","324,39","40,26","33,61"
"20/04/2021","18:00","325,95","40,45","33,77"
"20/04/2021","19:00","327,98","40,71","33,98"
"20/04/2021","20:00","328,97","40,83","34,08"
"20/04/2021","21:00","328,04","40,71","33,99"
"20/04/2021","22:00","325,71","40,42","33,74"
"20/04/2021","23:00","321,91","39,95","33,35"
"21/04/2021","00:00","313,24","38,91","32,36"
"21/04/2021","01:00","318,40","39,55","32,89"
"21/04/2021","02:00","318,02","39,50","32,85"
"21/04/2021","03:00","318,72","39,59","32,92"
"21/04/2021","04:00","317,65","39,45","32,81"
"21/04/2021","05:00","314,95","39,12","32,54"
"21/04/2021","06:00","310,17","38,52","32,04"
"21/04/2021","07:00","311,71","38,72","32,20"
"21/04/2021","08:00","318,58","39,57","32,91"
"21/04/2021","09:00","315,82","39,23","32,63"
"21/04/2021","10:00","318,41","39,55","32,89"
"21/04/2021","11:00","317,42","39,42","32,79"
"21/04/2021","12:00","312,16","38,77","32,25"
"21/04/2021","13:00","313,68","38,96","32,40"
"21/04/2021","14:00","317,22","39,40","32,77"
"21/04/2021","15:00","317,73","39,46","32,82"
"21/04/2021","16:00","319,55","39,69","33,01"
"21/04/2021","17:00","321,48","39,93","33,21"
"21/04/2021","18:00","323,80","40,22","33,45"
"21/04/2021","19:00","324,63","40,32","33,54"
"21/04/2021","20:00","324,94","40,36","33,57"
"21/04/2021","21:00","325,26","40,40","33,60"
"21/04/2021","22:00","323,88","40,23","33,46"
"21/04/2021","23:00","320,04","39,75","33,06"
"22/04/2021","00:00","319,63","39,46","32,71"
"22/04/2021","01:00","322,48","39,81","33,00"
"22/04/2021","02:00","321,80","39,72","32,93"
"22/04/2021","03:00","321,88","39,73","32,94"
"22/04/2021","04:00","320,37","39,55","32,79"
"22/04/2021","05:00","317,25","39,16","32,47"
"22/04/2021","06:00","312,79","38,61","32,01"
"22/04/2021","07:00","314,65","38,84","32,20"
"22/04/2021","08:00","321,45","39,68","32,90"
"22/04/2021","09:00","318,47","39,31","32,59"
"22/04/2021","10:00","319,95","39,49","32,74"
"22/04/2021","11:00","320,09","39,51","32,76"
"22/04/2021","12:00","315,59","38,96","32,30"
"22/04/2021","13:00","317,63","39,21","32,50"
"22/04/2021","14:00","319,14","39,39","32,66"
"22/04/2021","15:00","320,05","39,51","32,75"
"22/04/2021","16:00","318,96","39,37","32,64"
"22/04/2021","17:00","320,67","39,58","32,82"
"22/04/2021","18:00","322,13","39,76","32,97"
"22/04/2021","19:00","324,41","40,05","33,20"
"22/04/2021","20:00","324,21","40,02","33,18"
"22/04/2021","21:00","325,75","40,21","33,34"
"22/04/2021","22:00","324,00","39,99","33,16"
"22/04/2021","23:00","320,44","39,56","32,79"
"23/04/2021","00:00","323,45","39,72","33,07"
"23/04/2021","01:00","326,46","40,09","33,37"
"23/04/2021","02:00","326,45","40,09","33,37"
"23/04/2021","03:00","326,73","40,12","33,40"
"23/04/2021","04:00","324,50","39,85","33,17"
"23/04/2021","05:00","320,77","39,39","32,79"
"23/04/2021","06:00","314,46","38,62","32,15"
"23/04/2021","07:00","312,02","38,32","31,90"
"23/04/2021","08:00","311,82","38,29","31,88"
"23/04/2021","09:00","259,00","31,81","26,48"
"23/04/2021","10:00","310,45","38,12","31,74"
"23/04/2021","11:00","312,53","38,38","31,95"
"23/04/2021","12:00","300,01","36,84","30,67"
"23/04/2021","13:00","305,00","37,45","31,18"
"23/04/2021","14:00","314,04","38,56","32,11"
"23/04/2021","15:00","314,76","38,65","32,18"
"23/04/2021","16:00","317,44","38,98","32,45"
"23/04/2021","17:00","322,75","39,63","33,00"
"23/04/2021","18:00","330,02","40,53","33,74"
"23/04/2021","19:00","333,81","40,99","34,13"
"23/04/2021","20:00","333,15","40,91","34,06"
"23/04/2021","21:00","331,63","40,72","33,90"
"23/04/2021","22:00","329,54","40,47","33,69"
"23/04/2021","23:00","325,14","39,93","33,24"
"24/04/2021","00:00","339,81","41,09","34,13"
"24/04/2021","01:00","333,68","40,35","33,51"
"24/04/2021","02:00","331,40","40,08","33,28"
"24/04/2021","03:00","330,31","39,94","33,17"
