"Tarih","Saat","PTF (TL/MWh)","PTF (USD/MWh)","PTF (EUR/MWh)"
"23/05/2021","04:00","348,00","41,65","34,09"
"23/05/2021","05:00","343,88","41,16","33,69"
"23/05/2021","06:00","324,99","38,90","31,84"
"23/05/2021","07:00","225,00","26,93","22,04"
"23/05/2021","08:00","300,01","35,91","29,39"
"23/05/2021","09:00","299,99","35,90","29,39"
"23/05/2021","10:00","330,00","39,50","32,33"
"23/05/2021","11:00","330,00","39,50","32,33"
"23/05/2021","12:00","310,00","37,10","30,37"
"23/05/2021","13:00","330,00","39,50","32,33"
"23/05/2021","14:00","330,01","39,50","32,33"
"23/05/2021","15:00","330,00","39,50","32,33"
"23/05/2021","16:00","330,01","39,50","32,33"
"23/05/2021","17:00","344,01","41,17","33,70"
"23/05/2021","18:00","354,10","42,38","34,69"
"23/05/2021","19:00","362,22","43,35","35,49"
"23/05/2021","20:00","370,33","44,32","36,28"
"23/05/2021","21:00","367,98","44,04","36,05"
"23/05/2021","22:00","364,46","43,62","35,71"
"23/05/2021","23:00","357,53","42,79","35,03"
"24/05/2021","00:00","351,81","42,11","34,47"
"24/05/2021","01:00","356,52","42,67","34,93"
"24/05/2021","02:00","351,95","42,12","34,48"
"24/05/2021","03:00","346,90","41,52","33,99"
"24/05/2021","04:00","343,36","41,09","33,64"
"24/05/2021","05:00","325,00","38,90","31,84"
"24/05/2021","06:00","324,62","38,85","31,80"
"24/05/2021","07:00","347,24","41,56","34,02"
"24/05/2021","08:00","370,92","44,39","36,34"
"24/05/2021","09:00","379,99","45,48","37,23"
"24/05/2021","10:00","415,00","49,67","40,66"
"24/05/2021","11:00","470,00","56,25","46,05"
"24/05/2021","12:00","375,02","44,88","36,74"
"24/05/2021","13:00","379,99","45,48","37,23"
"24/05/2021","14:00","422,61","50,58","41,40"
"24/05/2021","15:00","399,00","47,75","39,09"
"24/05/2021","16:00","399,57","47,82","39,15"
"24/05/2021","17:00","378,67","45,32","37,10"
"24/05/2021","18:00","374,95","44,88","36,73"
"24/05/2021","19:00","373,24","44,67","36,57"
"24/05/2021","20:00","376,76","45,09","36,91"
"24/05/2021","21:00","371,27","44,43","36,37"
"24/05/2021","22:00","366,90","43,91","35,95"
"24/05/2021","23:00","357,70","42,81","35,04"
"25/05/2021","00:00","340,48","40,75","33,36"
"25/05/2021","01:00","349,15","41,79","34,21"
"25/05/2021","02:00","344,20","41,19","33,72"
"25/05/2021","03:00","325,70","38,98","31,91"
"25/05/2021","04:00","340,34","40,73","33,34"
"25/05/2021","05:00","319,09","38,19","31,26"
"25/05/2021","06:00","303,51","36,33","29,73"
"25/05/2021","07:00","342,23","40,96","33,53"
"25/05/2021","08:00","364,36","43,61","35,70"
"25/05/2021","09:00","379,22","45,39","37,15"
"25/05/2021","10:00","414,99","49,67","40,66"
"25/05/2021","11:00","414,99","49,67","40,66"
"25/05/2021","12:00","370,08","44,29","36,26"
"25/05/2021","13:00","375,79","44,98","36,82"
"25/05/2021","14:00","398,99","47,75","39,09"
"25/05/2021","15:00","379,99","45,48","37,23"
"25/05/2021","16:00","398,99","47,75","39,09"
"25/05/2021","17:00","376,08","45,01","36,84"
"25/05/2021","18:00","374,06","44,77","36,65"
"25/05/2021","19:00","376,91","45,11","36,93"
"25/05/2021","20:00","399,00","47,75","39,09"
"25/05/2021","21:00","379,99","45,48","37,23"
"25/05/2021","22:00","379,99","45,48","37,23"
"25/05/2021","23:00","369,09","44,17","36,16"
"26/05/2021","00:00","354,95","42,35","34,70"
"26/05/2021","01:00","357,83","42,69","34,99"
"26/05/2021","02:00","352,03","42,00","34,42"
"26/05/2021","03:00","345,57","41,23","33,79"
"26/05/2021","04:00","340,59","40,64","33,30"
"26/05/2021","05:00","318,09","37,95","31,10"
"26/05/2021","06:00","300,00","35,79","29,33"
"26/05/2021","07:00","330,00","39,37","32,27"
"26/05/2021","08:00","366,72","43,76","35,86"
"26/05/2021","09:00","378,33","45,14","36,99"
"26/05/2021","10:00","400,00","47,73","39,11"
"26/05/2021","11:00","404,90","48,31","39,59"
"26/05/2021","12:00","368,58","43,98","36,04"
"26/05/2021","13:00","369,01","44,03","36,08"
"26/05/2021","14:00","372,37","44,43","36,41"
"26/05/2021","15:00","367,37","43,83","35,92"
"26/05/2021","16:00","368,21","43,93","36,00"
"26/05/2021","17:00","370,83","44,25","36,26"
"26/05/2021","18:00","373,33","44,54","36,50"
"26/05/2021","19:00","375,27","44,78","36,69"
"26/05/2021","20:00","399,00","47,61","39,01"
"26/05/2021","21:00","377,91","45,09","36,95"
"26/05/2021","22:00","374,99","44,74","36,66"
"26/05/2021","23:00","363,37","43,36","35,53"
"27/05/2021","00:00","358,62","42,72","34,86"
"27/05/2021","01:00","360,00","42,88","35,00"
"27/05/2021","02:00","354,78","42,26","34,49"
"27/05/2021","03:00","346,31","41,25","33,67"
"27/05/2021","04:00","344,33","41,02","33,48"
"27/05/2021","05:00","319,10","38,01","31,02"
"27/05/2021","06:00","275,00","32,76","26,74"
"27/05/2021","07:00","319,09","38,01","31,02"
"27/05/2021","08:00","366,47","43,65","35,63"
"27/05/2021","09:00","377,43","44,96","36,69"
"27/05/2021","10:00","406,59","48,43","39,53"
"27/05/2021","11:00","400,00","47,65","38,89"
"27/05/2021","12:00","371,28","44,23","36,10"
"27/05/2021","13:00","377,72","45,00","36,72"
"27/05/2021","14:00","429,99","51,22","41,80"
"27/05/2021","15:00","449,99","53,60","43,75"
"27/05/2021","16:00","430,00","51,22","41,80"
"27/05/2021","17:00","429,99","51,22","41,80"
"27/05/2021","18:00","400,00","47,65","38,89"
"27/05/2021","19:00","400,00","47,65","38,89"
"27/05/2021","20:00","474,99","56,58","46,18"
"27/05/2021","21:00","450,00","53,61","43,75"
"27/05/2021","22:00","424,99","50,63","41,32"
"27/05/2021","23:00","374,55","44,62","36,41"
"28/05/2021","00:00","370,36","43,92","35,88"
"28/05/2021","01:00","366,00","43,40","35,46"
"28/05/2021","02:00","360,55","42,75","34,93"
"28/05/2021","03:00","355,79","42,19","34,47"
"28/05/2021","04:00","350,42","41,55","33,95"
"28/05/2021","05:00","346,24","41,06","33,54"
"28/05/2021","06:00","341,81","40,53","33,11"
"28/05/2021","07:00","345,39","40,96","33,46"
"28/05/2021","08:00","369,23","43,78","35,77"
"28/05/2021","09:00","414,99","49,21","40,20"
"28/05/2021","10:00","450,00","53,36","43,59"
"28/05/2021","11:00","449,99","53,36","43,59"
"28/05/2021","12:00","368,41","43,69","35,69"
"28/05/2021","13:00","367,32","43,56","35,58"
"28/05/2021","14:00","425,00","50,40","41,17"
"28/05/2021","15:00","424,99","50,40","41,17"
"28/05/2021","16:00","400,49","47,49","38,80"
"28/05/2021","17:00","380,00","45,06","36,81"
"28/05/2021","18:00","376,35","44,63","36,46"
"28/05/2021","19:00","376,35","44,63","36,46"
"28/05/2021","20:00","405,00","48,03","39,23"
"28/05/2021","21:00","380,00","45,06","36,81"
"28/05/2021","22:00","378,38","44,87","36,66"
"28/05/2021","23:00","365,48","43,34","35,41"
