"Tarih","Saat","PTF (TL/MWh)","PTF (USD/MWh)","PTF (EUR/MWh)"
"09/05/2021","02:00","358,07","43,28","35,85"
"09/05/2021","03:00","353,72","42,76","35,41"
"09/05/2021","04:00","348,65","42,14","34,91"
"09/05/2021","05:00","340,54","41,16","34,10"
"09/05/2021","06:00","300,01","36,26","30,04"
"09/05/2021","07:00","299,99","36,26","30,04"
"09/05/2021","08:00","124,99","15,11","12,51"
"09/05/2021","09:00","150,00","18,13","15,02"
"09/05/2021","10:00","125,00","15,11","12,52"
"09/05/2021","11:00","200,01","24,18","20,03"
"09/05/2021","12:00","180,00","21,76","18,02"
"09/05/2021","13:00","229,37","27,73","22,96"
"09/05/2021","14:00","229,37","27,73","22,96"
"09/05/2021","15:00","120,01","14,51","12,02"
"09/05/2021","16:00","180,02","21,76","18,02"
"09/05/2021","17:00","300,00","36,26","30,04"
"09/05/2021","18:00","351,97","42,54","35,24"
"09/05/2021","19:00","370,23","44,75","37,07"
"09/05/2021","20:00","371,60","44,92","37,21"
"09/05/2021","21:00","372,70","45,05","37,32"
"09/05/2021","22:00","368,40","44,53","36,88"
"09/05/2021","23:00","363,77","43,97","36,42"
"10/05/2021","00:00","334,38","40,42","33,48"
"10/05/2021","01:00","350,58","42,38","35,10"
"10/05/2021","02:00","348,61","42,14","34,90"
"10/05/2021","03:00","344,91","41,69","34,53"
"10/05/2021","04:00","342,49","41,40","34,29"
"10/05/2021","05:00","340,59","41,17","34,10"
"10/05/2021","06:00","149,01","18,01","14,92"
"10/05/2021","07:00","156,18","18,88","15,64"
"10/05/2021","08:00","345,73","41,79","34,61"
"10/05/2021","09:00","325,00","39,28","32,54"
"10/05/2021","10:00","300,00","36,26","30,04"
"10/05/2021","11:00","350,00","42,31","35,04"
"10/05/2021","12:00","341,20","41,24","34,16"
"10/05/2021","13:00","350,00","42,31","35,04"
"10/05/2021","14:00","364,12","44,01","36,46"
"10/05/2021","15:00","365,99","44,24","36,64"
"10/05/2021","16:00","363,23","43,91","36,37"
"10/05/2021","17:00","374,34","45,25","37,48"
"10/05/2021","18:00","389,99","47,14","39,05"
"10/05/2021","19:00","499,99","60,44","50,06"
"10/05/2021","20:00","390,00","47,14","39,05"
"10/05/2021","21:00","440,00","53,19","44,05"
"10/05/2021","22:00","389,99","47,14","39,05"
"10/05/2021","23:00","371,31","44,88","37,18"
"11/05/2021","00:00","352,10","42,56","35,25"
"11/05/2021","01:00","357,20","43,18","35,76"
"11/05/2021","02:00","355,59","42,98","35,60"
"11/05/2021","03:00","354,30","42,83","35,47"
"11/05/2021","04:00","347,83","42,04","34,83"
"11/05/2021","05:00","342,05","41,35","34,25"
"11/05/2021","06:00","279,99","33,84","28,03"
"11/05/2021","07:00","288,91","34,92","28,93"
"11/05/2021","08:00","350,01","42,31","35,04"
"11/05/2021","09:00","340,18","41,12","34,06"
"11/05/2021","10:00","300,01","36,26","30,04"
"11/05/2021","11:00","340,33","41,14","34,07"
"11/05/2021","12:00","270,99","32,76","27,13"
"11/05/2021","13:00","288,70","34,90","28,90"
"11/05/2021","14:00","341,62","41,29","34,20"
"11/05/2021","15:00","342,54","41,40","34,30"
"11/05/2021","16:00","343,31","41,50","34,37"
"11/05/2021","17:00","350,63","42,38","35,11"
"11/05/2021","18:00","360,00","43,52","36,04"
"11/05/2021","19:00","370,35","44,77","37,08"
"11/05/2021","20:00","367,19","44,38","36,76"
"11/05/2021","21:00","374,05","45,21","37,45"
"11/05/2021","22:00","369,21","44,63","36,97"
"11/05/2021","23:00","364,21","44,02","36,47"
"12/05/2021","00:00","361,71","43,87","36,07"
"12/05/2021","01:00","365,83","44,37","36,48"
"12/05/2021","02:00","364,35","44,19","36,33"
"12/05/2021","03:00","364,48","44,20","36,34"
"12/05/2021","04:00","355,39","43,10","35,44"
"12/05/2021","05:00","351,36","42,61","35,04"
"12/05/2021","06:00","345,14","41,86","34,42"
"12/05/2021","07:00","297,26","36,05","29,64"
"12/05/2021","08:00","300,00","36,38","29,92"
"12/05/2021","09:00","250,01","30,32","24,93"
"12/05/2021","10:00","271,00","32,87","27,02"
"12/05/2021","11:00","341,03","41,36","34,01"
"12/05/2021","12:00","299,99","36,38","29,91"
"12/05/2021","13:00","300,01","36,38","29,92"
"12/05/2021","14:00","343,04","41,60","34,21"
"12/05/2021","15:00","342,54","41,54","34,16"
"12/05/2021","16:00","346,72","42,05","34,57"
"12/05/2021","17:00","356,10","43,19","35,51"
"12/05/2021","18:00","375,46","45,53","37,44"
"12/05/2021","19:00","450,00","54,57","44,87"
"12/05/2021","20:00","450,00","54,57","44,87"
"12/05/2021","21:00","449,99","54,57","44,87"
"12/05/2021","22:00","375,01","45,48","37,39"
"12/05/2021","23:00","362,17","43,92","36,11"
"13/05/2021","00:00","364,05","43,93","36,14"
"13/05/2021","01:00","363,77","43,90","36,11"
"13/05/2021","02:00","356,77","43,05","35,42"
"13/05/2021","03:00","348,84","42,10","34,63"
"13/05/2021","04:00","345,89","41,74","34,34"
"13/05/2021","05:00","342,04","41,28","33,96"
"13/05/2021","06:00","272,12","32,84","27,02"
"13/05/2021","07:00","285,00","34,39","28,29"
"13/05/2021","08:00","300,01","36,20","29,78"
"13/05/2021","09:00","200,01","24,14","19,86"
"13/05/2021","10:00","178,61","21,55","17,73"
"13/05/2021","11:00","180,00","21,72","17,87"
"13/05/2021","12:00","173,78","20,97","17,25"
"13/05/2021","13:00","180,00","21,72","17,87"
"13/05/2021","14:00","198,32","23,93","19,69"
"13/05/2021","15:00","180,00","21,72","17,87"
"13/05/2021","16:00","342,43","41,32","34,00"
"13/05/2021","17:00","346,45","41,81","34,39"
"13/05/2021","18:00","353,05","42,60","35,05"
"13/05/2021","19:00","362,11","43,70","35,95"
"13/05/2021","20:00","373,77","45,10","37,11"
"13/05/2021","21:00","372,78","44,99","37,01"
"13/05/2021","22:00","363,72","43,89","36,11"
"13/05/2021","23:00","355,66","42,92","35,31"
"14/05/2021","00:00","365,90","44,16","36,33"
"14/05/2021","01:00","356,41","43,01","35,38"
"14/05/2021","02:00","351,73","42,45","34,92"
"14/05/2021","03:00","346,69","41,84","34,42"
"14/05/2021","04:00","342,15","41,29","33,97"
"14/05/2021","05:00","341,71","41,24","33,92"
"14/05/2021","06:00","299,49","36,14","29,73"
"14/05/2021","07:00","199,99","24,13","19,85"
"14/05/2021","08:00","150,01","18,10","14,89"
"14/05/2021","09:00","179,99","21,72","17,87"
"14/05/2021","10:00","161,75","19,52","16,06"
"14/05/2021","11:00","179,99","21,72","17,87"
"14/05/2021","12:00","164,64","19,87","16,35"
"14/05/2021","13:00","200,00","24,14","19,86"
"14/05/2021","14:00","299,21","36,11","29,71"
"14/05/2021","15:00","299,77","36,17","29,76"
"14/05/2021","16:00","342,88","41,38","34,04"
"14/05/2021","17:00","351,40","42,41","34,89"
"14/05/2021","18:00","372,46","44,95","36,98"
"14/05/2021","19:00","449,99","54,30","44,67"
"14/05/2021","20:00","578,00","69,75","57,38"
"14/05/2021","21:00","578,00","69,75","57,38"
"14/05/2021","22:00","499,36","60,26","49,58"
"14/05/2021","23:00","398,99","48,15","39,61"
"15/05/2021","00:00","365,92","44,16","36,33"
"15/05/2021","01:00","358,97","43,32","35,64"
"15/05/2021","02:00","353,13","42,61","35,06"
"15/05/2021","03:00","349,58","42,19","34,71"
"15/05/2021","04:00","345,36","41,68","34,29"
"15/05/2021","05:00","343,57","41,46","34,11"
"15/05/2021","06:00","311,81","37,63","30,96"
"15/05/2021","07:00","250,00","30,17","24,82"
"15/05/2021","08:00","199,99","24,13","19,85"
"15/05/2021","09:00","235,63","28,43","23,39"
"15/05/2021","10:00","235,64","28,44","23,39"
"15/05/2021","11:00","299,98","36,20","29,78"
"15/05/2021","12:00","300,00","36,20","29,78"
"15/05/2021","13:00","275,00","33,19","27,30"
"15/05/2021","14:00","238,20","28,74","23,65"
"15/05/2021","15:00","164,52","19,85","16,33"
"15/05/2021","16:00","239,57","28,91","23,78"
"15/05/2021","17:00","349,99","42,24","34,75"
"15/05/2021","18:00","364,87","44,03","36,22"
"15/05/2021","19:00","377,40","45,54","37,47"
"15/05/2021","20:00","500,00","60,34","49,64"
"15/05/2021","21:00","499,64","60,29","49,60"
"15/05/2021","22:00","449,99","54,30","44,67"
"15/05/2021","23:00","378,25","45,65","37,55"
"16/05/2021","00:00","368,30","44,44","36,56"
"16/05/2021","01:00","366,19","44,19","36,35"
"16/05/2021","02:00","360,96","43,56","35,84"
"16/05/2021","03:00","352,97","42,59","35,04"
"16/05/2021","04:00","352,02","42,48","34,95"
"16/05/2021","05:00","346,36","41,80","34,39"
"16/05/2021","06:00","342,54","41,34","34,01"
"16/05/2021","07:00","298,48","36,02","29,63"
"16/05/2021","08:00","341,17","41,17","33,87"
"16/05/2021","09:00","179,99","21,72","17,87"
"16/05/2021","10:00","199,99","24,13","19,85"
"16/05/2021","11:00","298,95","36,08","29,68"
"16/05/2021","12:00","299,27","36,11","29,71"
"16/05/2021","13:00","340,62","41,10","33,82"
"16/05/2021","14:00","319,68","38,58","31,74"
"16/05/2021","15:00","325,01","39,22","32,27"
"16/05/2021","16:00","342,49","41,33","34,00"
"16/05/2021","17:00","350,80","42,33","34,83"
"16/05/2021","18:00","369,13","44,54","36,65"
"16/05/2021","19:00","399,00","48,15","39,61"
"16/05/2021","20:00","553,57","66,80","54,96"
"16/05/2021","21:00","556,56","67,16","55,25"
"16/05/2021","22:00","489,99","59,13","48,65"
"16/05/2021","23:00","400,01","48,27","39,71"
"17/05/2021","00:00","362,13","43,70","35,95"
"17/05/2021","01:00","363,05","43,81","36,04"
"17/05/2021","02:00","357,66","43,16","35,51"
"17/05/2021","03:00","352,91","42,59","35,04"
"17/05/2021","04:00","347,53","41,94","34,50"
"17/05/2021","05:00","344,60","41,58","34,21"
"17/05/2021","06:00","341,45","41,20","33,90"
"17/05/2021","07:00","348,69","42,08","34,62"
"17/05/2021","08:00","369,03","44,53","36,64"
"17/05/2021","09:00","399,00","48,15","39,61"
"17/05/2021","10:00","425,00","51,29","42,19"
"17/05/2021","11:00","500,00","60,34","49,64"
"17/05/2021","12:00","379,05","45,74","37,63"
"17/05/2021","13:00","398,99","48,15","39,61"
"17/05/2021","14:00","415,00","50,08","41,20"
"17/05/2021","15:00","399,99","48,27","39,71"
"17/05/2021","16:00","375,29","45,29","37,26"
"17/05/2021","17:00","374,87","45,24","37,22"
"17/05/2021","18:00","376,18","45,40","37,35"
"17/05/2021","19:00","379,67","45,82","37,69"
"17/05/2021","20:00","420,00","50,68","41,70"
"17/05/2021","21:00","399,00","48,15","39,61"
"17/05/2021","22:00","369,99","44,65","36,73"
"17/05/2021","23:00","358,36","43,25","35,58"
"18/05/2021","00:00","356,83","43,06","35,43"
"18/05/2021","01:00","358,68","43,28","35,61"
"18/05/2021","02:00","352,16","42,50","34,96"
"18/05/2021","03:00","344,05","41,52","34,16"
"18/05/2021","04:00","342,92","41,38","34,04"
"18/05/2021","05:00","340,21","41,05","33,78"
"18/05/2021","06:00","300,00","36,20","29,78"
"18/05/2021","07:00","343,68","41,47","34,12"
"18/05/2021","08:00","365,47","44,10","36,28"
"18/05/2021","09:00","377,31","45,53","37,46"
"18/05/2021","10:00","389,99","47,06","38,72"
"18/05/2021","11:00","424,99","51,29","42,19"
"18/05/2021","12:00","371,75","44,86","36,91"
"18/05/2021","13:00","369,63","44,61","36,70"
"18/05/2021","14:00","373,92","45,12","37,12"
"18/05/2021","15:00","375,00","45,25","37,23"
"18/05/2021","16:00","385,00","46,46","38,22"
"18/05/2021","17:00","500,00","60,34","49,64"
"18/05/2021","18:00","570,00","68,78","56,59"
"18/05/2021","19:00","578,00","69,75","57,38"
"18/05/2021","20:00","578,00","69,75","57,38"
"18/05/2021","21:00","578,00","69,75","57,38"
"18/05/2021","22:00","565,07","68,19","56,10"
"18/05/2021","23:00","425,00","51,29","42,19"
"19/05/2021","00:00","369,08","44,22","36,40"
"19/05/2021","01:00","365,71","43,81","36,07"
"19/05/2021","02:00","360,11","43,14","35,51"
"19/05/2021","03:00","354,07","42,42","34,92"
"19/05/2021","04:00","348,00","41,69","34,32"
"19/05/2021","05:00","343,85","41,19","33,91"
"19/05/2021","06:00","325,00","38,94","32,05"
"19/05/2021","07:00","347,55","41,64","34,27"
"19/05/2021","08:00","356,10","42,66","35,12"
"19/05/2021","09:00","360,23","43,16","35,52"
"19/05/2021","10:00","365,98","43,85","36,09"
"19/05/2021","11:00","366,32","43,89","36,13"
"19/05/2021","12:00","359,03","43,01","35,41"
"19/05/2021","13:00","362,07","43,38","35,71"
"19/05/2021","14:00","369,13","44,22","36,40"
"19/05/2021","15:00","370,90","44,44","36,58"
"19/05/2021","16:00","367,31","44,01","36,22"
"19/05/2021","17:00","375,25","44,96","37,01"
"19/05/2021","18:00","400,01","47,92","39,45"
"19/05/2021","19:00","449,99","53,91","44,38"
"19/05/2021","20:00","550,00","65,89","54,24"
"19/05/2021","21:00","500,00","59,90","49,31"
"19/05/2021","22:00","425,00","50,92","41,91"
"19/05/2021","23:00","375,12","44,94","36,99"
"20/05/2021","00:00","371,66","44,63","36,56"
"20/05/2021","01:00","365,22","43,85","35,92"
"20/05/2021","02:00","357,07","42,88","35,12"
"20/05/2021","03:00","350,58","42,10","34,48"
"20/05/2021","04:00","344,97","41,42","33,93"
"20/05/2021","05:00","340,15","40,84","33,46"
"20/05/2021","06:00","270,89","32,53","26,64"
"20/05/2021","07:00","345,07","41,43","33,94"
"20/05/2021","08:00","370,57","44,50","36,45"
"20/05/2021","09:00","398,99","47,91","39,24"
"20/05/2021","10:00","379,56","45,58","37,33"
"20/05/2021","11:00","377,00","45,27","37,08"
"20/05/2021","12:00","360,25","43,26","35,43"
"20/05/2021","13:00","365,22","43,85","35,92"
"20/05/2021","14:00","375,48","45,09","36,93"
"20/05/2021","15:00","377,04","45,27","37,09"
"20/05/2021","16:00","377,72","45,35","37,15"
"20/05/2021","17:00","399,99","48,03","39,34"
"20/05/2021","18:00","450,00","54,03","44,26"
"20/05/2021","19:00","549,01","65,92","54,00"
"20/05/2021","20:00","565,82","67,94","55,65"
"20/05/2021","21:00","549,97","66,04","54,10"
"20/05/2021","22:00","549,00","65,92","54,00"
"20/05/2021","23:00","414,99","49,83","40,82"
"21/05/2021","00:00","377,81","45,37","37,16"
"21/05/2021","01:00","369,99","44,43","36,39"
"21/05/2021","02:00","361,71","43,43","35,58"
"21/05/2021","03:00","355,08","42,64","34,93"
"21/05/2021","04:00","349,14","41,92","34,34"
"21/05/2021","05:00","343,86","41,29","33,82"
"21/05/2021","06:00","298,53","35,85","29,36"
"21/05/2021","07:00","344,29","41,34","33,86"
"21/05/2021","08:00","364,47","43,76","35,85"
"21/05/2021","09:00","370,00","44,43","36,39"
"21/05/2021","10:00","370,46","44,48","36,44"
"21/05/2021","11:00","369,99","44,43","36,39"
"21/05/2021","12:00","352,41","42,32","34,66"
"21/05/2021","13:00","349,23","41,93","34,35"
"21/05/2021","14:00","365,72","43,91","35,97"
"21/05/2021","15:00","368,12","44,20","36,21"
"21/05/2021","16:00","368,83","44,29","36,28"
"21/05/2021","17:00","369,55","44,37","36,35"
"21/05/2021","18:00","369,99","44,43","36,39"
"21/05/2021","19:00","375,77","45,12","36,96"
"21/05/2021","20:00","378,13","45,40","37,19"
"21/05/2021","21:00","376,78","45,24","37,06"
"21/05/2021","22:00","376,86","45,25","37,07"
"21/05/2021","23:00","368,65","44,27","36,26"
"22/05/2021","00:00","376,06","44,94","36,85"
"22/05/2021","01:00","370,34","44,25","36,29"
"22/05/2021","02:00","363,17","43,40","35,59"
"22/05/2021","03:00","359,27","42,93","35,21"
"22/05/2021","04:00","354,37","42,34","34,73"
"22/05/2021","05:00","350,34","41,86","34,33"
"22/05/2021","06:00","345,58","41,29","33,87"
"22/05/2021","07:00","346,74","41,43","33,98"
"22/05/2021","08:00","357,97","42,77","35,08"
"22/05/2021","09:00","358,59","42,85","35,14"
"22/05/2021","10:00","361,16","43,16","35,39"
"22/05/2021","11:00","367,26","43,88","35,99"
"22/05/2021","12:00","358,74","42,87","35,16"
"22/05/2021","13:00","362,66","43,33","35,54"
"22/05/2021","14:00","364,71","43,58","35,74"
"22/05/2021","15:00","360,00","43,02","35,28"
"22/05/2021","16:00","359,31","42,93","35,21"
"22/05/2021","17:00","361,18","43,16","35,39"
"22/05/2021","18:00","370,09","44,22","36,27"
"22/05/2021","19:00","377,57","45,12","37,00"
"22/05/2021","20:00","424,99","50,78","41,65"
"22/05/2021","21:00","399,99","47,79","39,20"
"22/05/2021","22:00","389,99","46,60","38,22"
"22/05/2021","23:00","369,42","44,14","36,20"
"23/05/2021","00:00","360,02","43,09","35,27"
"23/05/2021","01:00","359,99","43,08","35,27"
"23/05/2021","02:00","353,48","42,31","34,63"
"23/05/2021","03:00","349,24","41,80","34,22"
